Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Costa Rica,CRI,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,0.172368346,0.085898278,0.055964184,0.053042265,0.041830011,0.062127023,0.067301421,0.03521698,0.114579891,0.131050706,0.140604983,0.115548109,0.151630504,0.091355242,0.122209116,0.075939188,0.112711052,0.236364998,0.598631153,0.599835987,0.473556335,0.451935439,0.875046256,0.619387285,0.866991824,0.917459805,0.727618134,0.920101351,1.009748152,0.950731644,1.061860901,1.187428802,0.951452035,0.785779365,0.537039965,0.760987623,0.809082789,0.815978332,0.712714751,1.034422431,1.172483027,1.613969548,1.533596056,1.416347916,0.739078583,1.14588806,1.482869331,2.345632735,1.471930766,1.61713998,1.236502464,1.118844056,1.341570607,,
Caribbean small states,CSS,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,4.450633939,3.824163827,5.678241827,16.15090087,13.92771308,3.442424199,3.97969419,4.376308033,3.976755758,5.263919711,2.064498573,3.652252128,1.930836883,1.747728783,2.705092082,1.802994411,2.0843996,2.282768928,2.172405026,2.853778861,2.353398438,2.23253544,2.461940526,0.938261684,1.806745614,2.984917767,2.082126229,4.873367033,10.47082243,1.787605188,1.743333183,2.232666266,1.787255819,1.604687087,1.533929675,1.603165102,1.826609035,4.310803244,4.144506316,3.639667289,2.84071323,2.729329631,2.498520793,2.722896121,2.829292698,4.604193289,,,,
Cuba,CUB,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,4.647227007,5.885955661,6.304894329,4.504775362,4.398954932,4.642226744,,,,,,,,,,,,,,,,,,,29.38589439,37.27537498,29.18270978,32.70976903,39.09250191,47.65514491,48.80040224,2.06230297,,,,,,,,,,,,,
Curacao,CUW,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,42.68557289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,31.69421328,20.44424479,17.05120129,16.96729346,18.58329914,13.7954129,7.782975997,7.076597982,5.876961256,5.698828413,4.639434546,4.717392013,3.070431743,2.446649158,2.144610015,2.365885841,2.09738831,2.097991735,1.555139497,0.658216052,0.702862927,0.684502633,0.720604321,1.037040964,1.351971433,1.138162533,2.000389201,4.616460256,4.376614241,5.398122579,4.851525025,4.846794194,4.894709686,4.801966308,4.300495795,6.943175145,12.57005708,14.22669389,12.62802152,11.04299142,13.68993502,17.04924816,17.7841971,12.09426539,10.1133198,6.797777211,5.35698163,4.775939077,4.246848206,
Czech Republic,CZE,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.282063844,2.949410352,2.850413956,2.76714589,2.62977561,2.067512282,2.083491194,1.970006329,1.704846688,1.42590223,1.718590422,1.978352088,1.638349378,1.975810992,1.913593079,1.897716367,1.741640673,2.132621041,2.167479565,2.326637996,2.192564481,2.046467049,1.603137628,1.350649342,1.467003761,1.336320073,
Germany,DEU,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,2.680237316,2.506184998,2.559779318,3.012920728,3.599099476,3.322151693,3.199960229,2.946518979,2.75771655,2.665738392,2.506925751,2.765165845,3.755817711,2.762916867,2.994573984,2.70585269,2.58179049,2.979253717,3.387480531,2.729356002,2.483426915,2.851075273,2.950378364,2.708036653,2.338905984,2.309098042,2.658136592,2.86529399,2.518108834,2.388878395,2.357467,2.402783502,2.416365998,2.669858216,2.306671943,2.548074722,2.339631326,2.24425023,2.466684217,2.448225119,2.329724807,2.136201092,2.328247561,2.571848332,3.262754389,3.30492784,3.146449589,2.591599088,3.038813468,3.359319509,3.096356479,2.811040398,2.724254517,2.50450442,2.326946697,2.441228668,2.494594752,
Djibouti,DJI,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22307149,0.266812341,0.235434961,0.254342619,0.185522024,0.206104327,,,,,,,,,,,,,,,,,,0.318660143,,,,,,,,,,
Dominica,DMA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,0.002460676,0.473033373,1.472990778,0,,,0.081691232,,0.047134101,0.01779415,0.00037089,0.018681666,0.037638699,0.065293998,0.370715893,,0.130713363,0.544731036,1.312522437,1.669579301,1.849446758,,2.825373318,4.224879923,4.278284102,3.740476967,4.389731832,5.616330759,6.889835928,6.856947333,10.6387947,14.23510862,8.132319558,6.703707794,,12.24853237,,,,,,,
Denmark,DNK,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,1.997489845,1.219575376,1.254281178,1.251248901,1.295001461,1.3122164,1.390959603,1.391380672,1.492446359,1.452236949,1.294864042,1.34610375,1.644803112,1.115205274,1.27519604,1.373885005,1.436284188,1.648363665,1.716173165,1.387452155,1.224708842,1.40844974,1.606880388,1.480943455,1.300310974,1.231384967,1.354628288,1.435341346,1.204294734,0.972555574,0.94795933,0.891563555,1.004316885,1.236698381,0.947559467,0.987798213,0.944011241,0.895965116,1.020116413,1.039838803,1.090345207,1.267643508,1.419324524,1.284121352,1.460810881,1.80119369,1.710974106,1.287763764,1.628586667,1.654117537,1.438853019,1.304671018,1.519103246,1.308289937,1.423730721,1.588553929,1.655892921,
Dominican Republic,DOM,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,7.110037807,4.487555985,3.753039148,3.319044036,2.140786837,2.673168399,3.291917844,4.2891491,3.166000277,3.067210012,1.896821717,1.2474125,0.461731228,,0.256164551,0.134225272,0.66776612,0.387768907,,,,0.160431512,0.192634259,0.150123338,0.262452707,0.125563514,0.130330726,,,,1.713515966,0.314067549,0.455885617,0.570558444,0.678752514,0.934856709,1.297028624,2.384184826,2.946681622,3.686106531,4.632496298,4.033078009,4.602913761,3.744924044,2.332986977,1.835151404,1.878675346,,
Algeria,DZA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,1.767079199,,3.942601162,3.31449691,2.529100653,3.336876922,,1.176855722,1.427074545,1.235961361,2.374188781,1.008519519,0.910960592,0.703290176,0.463847546,0.580070875,0.663802229,0.601896687,0.512363163,0.399498095,0.777389009,0.490492127,0.87982057,0.643839932,0.428889589,0.471008989,0.381798525,0.310406484,0.327048689,0.515464278,0.681099683,0.533476832,0.706168971,0.466505377,0.252778135,0.313572442,0.426398991,0.380807977,0.414819809,0.491152211,0.721696709,0.508570669,0.632902937,0.470746703,0.291258672,0.255949002,0.246081242,0.167011837,0.179690701,0.309080535,0.251775042,0.165141818,,
East Asia & Pacific (excluding high income),EAP,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,2.898019713,2.643287497,2.183769949,3.287204786,3.995604762,3.095893132,2.445025148,2.021712693,1.989181294,1.790258362,1.927752576,2.234531856,2.054354604,2.155080492,2.163961232,2.037363322,2.09395518,2.026585575,1.869585361,1.938092066,2.225603631,2.237119247,2.702807559,2.596704627,2.201733693,1.828589325,2.121626326,2.276140407,1.981656614,2.018037729,1.894165813,1.971168488,1.875841048,1.957334934,,
Early-demographic dividend,EAR,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,10.9268969,10.34360152,9.2077469,8.662121972,10.27021751,8.604951391,8.022422205,8.451309471,8.434067009,8.018649385,7.931231542,7.045830089,6.602436883,6.373745977,6.430627087,5.217270537,5.31438811,6.528369497,5.969042097,5.683843101,6.584890328,6.560131328,6.908163294,6.725340976,5.895579778,5.44546631,5.287963604,4.419077566,3.951662874,4.477928839,4.378161936,3.868832045,3.578690934,3.977784467,3.72880261,4.215303359,3.709600802,4.083193516,4.833682432,5.386814189,6.144758613,6.669906702,5.999960399,5.937484156,6.331104783,6.251641764,5.954837427,5.616646184,5.31911096,5.486684259,5.48006192,5.755844894,6.043848235,
East Asia & Pacific,EAS,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,2.900399616,2.712150498,2.407928483,2.945741615,3.544851615,3.048656949,2.624086134,2.346170869,2.298151174,2.139273415,2.148324376,2.528872916,2.337274197,2.433097377,2.537350318,2.49360647,2.423083427,2.378805457,2.277485927,2.374695946,2.691535303,2.899842593,3.603271624,3.862814403,3.801309863,3.497867263,4.313210497,4.913789978,4.615372084,4.637834252,4.76581848,4.24935103,4.228598398,3.340579175,,
Europe & Central Asia (excluding high income),ECA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.760738696,9.949083096,12.57975402,9.853233461,7.451115319,7.518342073,6.789163422,6.169801389,6.80200475,6.286723642,7.683322759,7.61710352,5.861857992,5.678148662,6.02124912,5.839877768,5.910614297,5.386032224,5.195476309,6.08310188,6.450318141,6.610378877,5.853554114,
Europe & Central Asia,ECS,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,4.809635907,4.34251915,4.649587359,4.860344929,5.350808491,4.966804428,5.186371494,4.971560864,4.776245588,3.871665486,3.718875426,3.969069095,4.47343893,3.393385222,3.527384323,3.50390951,3.327966613,3.656321771,4.134705317,3.372094314,3.007429272,3.375388449,3.597677681,3.128359168,2.679432333,2.767395823,3.521762473,3.694835251,3.235020068,2.93542667,2.853654219,2.749491388,2.780584892,3.1957431,3.339950716,3.563266314,3.757647005,3.343157295,3.151387046,3.01492877,2.820712529,2.708055372,3.022654607,3.025811713,3.800078842,3.887193514,3.429491505,2.946017897,3.555918193,3.764701915,3.555098538,3.236746597,3.165854167,3.187106458,3.070921582,3.244429679,3.184973243,
Ecuador,ECU,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,0.165803128,0.319211425,0.375688055,0.291748165,0.242778419,0.322242051,0.239121161,0.494074085,0.554101033,0.630454944,0.330950444,0.301282545,0.15391009,0.007742009,0.103113686,0.126307208,0.073169199,0.073891565,0.173739448,0.153756731,0.054319663,0.044590367,0.010222617,3.546288133,3.258568338,0.17320969,0.186036519,0.188272567,0.152965486,0.147126839,0.73062894,0.164713113,0.225958861,0.312990002,0.198999941,0.14980136,0.154744578,0.128417299,0.203603279,0.237858798,0.264067892,0.188550059,0.260786904,0.449622529,0.711654528,0.828021572,0.657329843,0.494228755,0.625532597,0.625764928,0.668055553,0.863651153,0.772971722,1.031289207,1.08958978,1.35491303,1.298902043,
"Egypt, Arab Rep.",EGY,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,1.087571433,1.160720673,2.481516503,0.848407496,0.60596857,0.554521085,0.438633219,0.311054982,0.174869007,0.315279925,0.523714817,1.688058395,2.155557512,5.094163374,5.030223157,2.473761428,4.158016822,3.863179481,3.16060925,4.299574417,4.061622762,5.786860388,8.119022942,13.07542884,10.24957102,8.864566919,4.49396964,6.824703446,4.909679159,5.332649912,6.409871458,5.940616012,4.958521181,5.503678813,4.385052162,3.87245425,4.559338705,4.606623617,3.183093388,3.604589963,2.809957305,2.300310454,2.7895471,6.522900521,7.392493905,6.255234045,6.090517508,5.962293103,5.13413947,4.206975585,4.572819655,3.982844392,4.195780915,4.158282853,
Euro area,EMU,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,4.245124695,3.678949451,4.003294253,4.308681075,4.700987602,4.468944566,4.53576593,4.273211505,4.093902512,3.314822026,3.037221511,3.349808035,3.938268783,2.908676935,3.06854092,3.038614015,2.907441052,3.243962715,3.704310149,3.105130055,2.807745534,3.103888872,3.177949584,2.935267091,2.546779348,2.49615455,2.957289783,3.197910217,2.683341945,2.470537814,2.376591766,2.382506689,2.405116915,2.620853979,2.347673745,2.436925614,2.251519702,2.17029905,2.248404073,2.158906492,2.050109923,1.994597109,2.233649192,2.373063488,3.091774847,3.12476039,2.833246425,2.358366631,2.92917832,3.209343175,2.965463254,2.659336895,2.622856208,2.533476168,2.389552098,2.538282969,2.600547061,
Eritrea,ERI,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.328371946,3.025742194,,1.754835524,,,,,,,,,,,,,,,,
Spain,ESP,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,6.125261281,5.66925427,5.625520112,5.545165949,4.673823618,5.7524561,5.608442128,4.391130342,4.033579861,2.882436316,1.857028376,2.029867357,2.431674998,2.641357724,2.666084902,2.689950107,2.517831159,2.781531654,4.534108788,4.224897269,3.510290694,3.718912196,4.012398598,3.427859959,2.804612887,2.54918791,2.994846862,3.353541041,2.442655613,2.522650754,2.456990974,2.427447225,2.293238652,2.318925494,2.315067662,2.523389868,2.111232404,2.206265227,2.235155035,2.149237206,2.0079667,1.94667454,1.955815605,2.407721683,3.145090486,3.073400296,2.760995229,2.722159212,3.449546907,3.778266031,3.690055346,3.304484514,3.320706206,3.331777431,3.24410891,3.672198039,3.868519553,
Estonia,EST,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.414961764,2.410912639,3.130999014,3.424260936,5.070665699,5.475051635,2.702624776,2.427770798,2.501963832,2.562177957,2.521022175,3.213032005,3.185625558,4.107781729,2.186072088,3.086801179,2.810273523,2.871865365,2.28814461,2.009313086,1.783425831,1.803541668,2.257955642,2.377473777,
Ethiopia,ETH,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044102321,,0.070245168,,0.353575357,0.793328717,1.551231826,0.914693359,2.651535069,1.302643472,0.710764249,1.088102314,1.008727033,0.64667607,3.014151636,0.550501424,0.768057695,1.123911648,1.163176149,0.62907612,0.061318753,0.295788714,0.242488953,0.745949834,,,
European Union,EUU,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,4.383972035,3.965813492,4.220320338,4.501287995,4.797362341,4.612001556,4.739464389,4.50418392,4.302596691,3.417389393,3.301253678,3.608981841,4.093097361,3.0651543,3.155173012,3.098585751,2.970995593,3.331418287,3.828896318,3.169751351,2.859230369,3.191259351,3.400359041,2.939321871,2.628071288,2.735157516,3.176261984,3.391311661,3.0391546,2.766999393,2.705792069,2.64882701,2.630163113,2.813418362,2.515221416,2.586684989,2.347762228,2.27178736,2.396640628,2.262242485,2.142832003,2.111755386,2.389229619,2.506408399,3.200862228,3.271609129,3.036737271,2.509779813,3.121554877,3.426066251,3.170125539,2.877030222,2.827164049,2.7138766,2.521634577,2.706993821,2.761576007,
Fragile and conflict affected situations,FCS,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,0.702363037,,,,,,,,,4.509760835,6.350658343,6.817855904,5.671073802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.158922357,2.286809571,,,,,,,,,
Finland,FIN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,2.456420038,2.951571462,3.089863389,3.976568778,3.415777196,3.565783602,3.654163098,3.438913142,3.074444049,3.085864694,4.049302813,3.385032749,3.413541305,3.708070526,3.730950795,3.077816378,3.840873922,3.676249096,3.56057246,3.122042301,3.485587735,3.60828906,3.39465461,2.786624787,2.788378518,3.715766312,4.310905281,3.578380883,3.459346751,3.819863579,3.5134233,3.262634467,3.065333102,3.105928253,3.568801159,2.767217549,2.927486435,3.121793879,2.906045529,2.884417159,2.834658251,3.486778645,3.479819862,4.944106804,5.219857885,4.292763927,3.515054943,5.212134852,5.450700579,5.532859603,5.037690875,5.151513458,4.626480809,4.913299627,5.705248402,5.872531834,
Fiji,FJI,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,0.743616259,2.463077248,1.353120303,1.046361243,0.303998569,0.246287564,0.330421376,0.213791619,0.134190698,0.076162027,0.025828387,0.153860349,0.173582741,0.124441159,0.134109105,0.207278481,0.090301974,0.14064502,0.175005069,0.172513772,0.184437815,0.217189959,0.186059338,0.192661828,0.164849514,0.191766402,0.367417339,0.40847796,,,,,,0.228897584,0.250424666,0.325398926,0.439977241,0.733307592,0.75376206,1.071751926,1.193772718,1.184204168,0.931863575,1.67172099,2.209427834,2.312135395,2.652365131,2.27830997,2.603809501,1.675485736,1.446278437,1.452899364,
France,FRA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,4.762338372,4.475193641,4.656254688,5.083669019,5.075496962,4.84928221,4.932510921,4.314154859,4.311208835,3.291110095,3.213842201,3.320982848,4.060562829,2.82560791,2.9314089,2.998890453,2.991646466,3.230287979,3.833993489,3.208090934,2.928685556,3.236354849,3.485278396,3.224641227,2.644386221,2.571622135,2.980464845,3.306215059,2.803423538,2.496802595,2.352628211,2.314230432,2.419925576,2.533563493,2.27741866,2.222294502,2.008834833,1.872746419,1.931209445,1.863829793,1.75814492,1.70051043,2.114019658,2.127772482,2.836640524,2.89583644,2.62004432,1.961798176,2.460245868,2.627241328,2.393562702,2.254501868,2.22371251,2.057396158,1.924183583,2.073621813,2.069282776,
Faroe Islands,FRO,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,0.000791678,,,,,,,,,,,8.26824E-05,0.331977908,0.134647318,0.026521283,,,,,,,,0.000284374,,,,,,,,0.229729223,0.198220149,0.180894039,0.112920902,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,17.64802083,28.62688152,30.77026212,36.9766339,40.14252963,33.90278772,26.87174259,25.42769901,13.67616687,22.05385635,,,,10.1939532,12.15266115,9.348420328,18.33986414,13.09398414,12.05467608,5.30313597,5.116588678,7.035631901,,,,,,,,,,6.112427885,3.405693495,,2.028072034,5.717583173,2.677675185,2.326650377,1.727581817,1.50392083,1.774458577,1.055636322,5.508436677,3.592839901,3.151004237,3.600595388,2.211110658,3.031125719,,,,,,,,,,
United Kingdom,GBR,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,4.39731694,3.885491326,4.036544584,4.299911102,4.531381938,4.999155321,5.230998663,5.212514853,5.268494201,4.093233082,4.362562942,5.090735326,5.09987486,3.569791882,3.619045962,3.348950838,3.201613467,3.907545717,5.112532594,3.668203626,3.339532863,4.062679502,3.595049426,2.987587373,3.299763885,2.922000562,3.217892979,3.303637576,3.146062646,2.914589442,2.41057566,2.567667936,2.548127504,2.774201985,2.389435244,2.343973969,2.135321885,1.902740633,2.294755203,2.294643025,2.118150984,2.28168142,2.806921651,2.925566651,3.180522364,4.121924372,4.382199287,3.123915054,3.878999844,4.481915998,3.839755093,3.906492849,3.899703451,3.767304675,3.57378406,3.845891832,4.025002398,
Georgia,GEO,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.027579934,5.963563888,7.987661681,19.66972836,28.91678813,27.34287794,22.98729552,26.21261784,24.91648689,17.81264873,22.87751029,20.6712889,21.68637057,18.55411923,20.78520733,18.62567162,11.18583116,7.695590571,7.172177706,15.55824902,23.85767317,24.43021236,27.27793534,
Ghana,GHA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,13.82032781,8.305722566,10.89451594,12.03405892,14.96114437,13.78014788,18.29462756,22.14788282,12.86904691,15.01475521,17.81090723,11.130419,8.561637262,8.167080319,16.84322045,12.44684125,15.10938465,11.1621374,16.65281834,29.82263697,25.61430339,10.84174059,2.962608425,,,,,,,,17.2075999,,,,8.718040162,17.05425858,7.665556415,8.35300163,18.81515963,15.8458418,,2.468570763,,5.022669601,3.145201172,4.892420641,6.385708772,4.172698104,11.24945201,1.861251695,2.689131846,3.603924969,,,3.257421484,3.232177896,4.316743473,
Gibraltar,GIB,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.95638103,74.86524852,71.01177242,75.18806022,74.11100856,63.41171102,68.03464641,71.62288702,,77.61838817,74.6171639,56.68169271,82.22944608,59.20820402,,,,,82.69597039,77.92123208,61.28213592,,,,
"Gambia, The",GMB,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,0.008257029,,,,,,,0,,,0,0,,0,,,,,,,,,,,,,,,,,,1.040138504,6.486644426,0.982646551,0.474878336,0.131063018,0,0,,0.818503619,0.985833565,0.042571725,0.803704369,0,18.76282694,17.2792408,9.912286341,9.353892981,0.465531726,1.168835554,2.509380319,0.052764672,0.872349576,0.084897151,,
Guinea-Bissau,GNB,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,0.190350333,0.467453512,0.45964492,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.005053222,0.087867178,0.628835415,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,0.143861378,0.05702734,0.074464517,7.459709924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,7.018742745,6.457741637,7.009370504,8.278039616,10.7385653,11.91462578,14.73747938,14.39022729,13.48269593,14.65926285,12.40320399,10.14078116,10.88409359,9.102166399,9.288467567,9.333946982,8.726647544,9.478921837,9.09755791,8.730987272,7.65651333,7.974759302,7.80698948,7.382030588,6.257875752,6.669560037,8.47598769,7.786898409,6.787568897,5.862432473,5.715665851,6.007060455,6.288036836,7.232859594,6.149471904,6.949622151,7.144730024,6.755519565,7.203782375,8.407686304,7.974829269,7.989778988,8.40766602,7.642848757,9.958213273,9.658347274,8.039509851,6.312809234,7.901132407,8.472240977,7.322382466,7.015323188,7.461694435,8.511883658,8.362196735,9.052292315,8.672397297,
Grenada,GRD,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,0.000643899,0.00532606,0.009258354,0.003179985,,,,0,0.001695447,0.002463201,0.050292129,0.000259437,0.015015079,0,0,,0.097420813,0.10908391,0.185598076,0.053739516,0.028584457,0.581975178,1.395145739,0.088641177,0.012850807,0.011592004,0.144868009,0.023615909,0.044584702,0.080101459,0.138008981,0.224256906,,,,,,,,,,,
Greenland,GRL,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,47.66746888,42.61168541,38.76865579,39.19423692,29.04437656,20.82198697,28.45985716,27.92855645,28.13959562,18.19510141,14.48250057,12.05389867,17.95893851,18.56035137,0.015308925,0.017667268,0.011612171,0.012751403,,0.026252314,0.006228702,0.011276329,0.005161985,0.008525226,0.010218582,0.004663513,0.014518148,0.007486325,6.019026626,6.370427261,7.323270879,11.72318676,9.135409141,5.594083968,0.833629416,0.297053464,0.266760368,0.118388142,0.503411565,0.151235161,0.129550153,0.084991338,0.103210289,
Guatemala,GTM,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,0.145602958,0.361705717,0.981878649,0.570609366,0.29204642,0.437595844,0.297168585,0.290566736,0.249590494,0.75445728,0.728940231,0.645186852,0.458459116,0.932752324,2.099508112,4.957941621,0.392573081,0.393771157,0.321803006,0.309887988,0.316740096,0.36578185,0.533524135,0.297510321,0.292545453,0.348131314,0.30097719,0.3337212,0.421649945,0.407136353,0.469865168,0.534994441,0.548134267,0.518971786,0.699719863,1.871746642,0.956468213,0.524484054,0.385187241,0.499404861,0.503644619,1.054288861,3.950923793,4.267746884,5.146983418,6.485898802,9.625868332,6.263593099,5.689840245,8.373623012,7.340930841,6.520593311,3.575494118,,
Guam,GUM,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,53.37362371,47.26563977,44.1432185,48.02409018,33.71693628,32.521385,33.51530395,37.94988485,33.73020536,44.67645039,,32.46902871,,,,,,,,,,,,,,,,21.08003225,21.27407091,14.65114586,20.8341201,21.89609101,9.224451175,6.719533216,6.320706587,8.349980569,9.925084737,16.71073434,22.61181087,17.98660269,22.51377738,21.69521719,22.63691629,19.56188917,18.88673883,17.03734717,17.66812537,14.65935282,21.17009889,
High income,HIC,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,6.545701343,5.786965193,6.039885519,6.10450491,6.044023649,5.81171597,5.79443719,5.605425599,5.800805031,4.660262629,4.471667809,4.685486585,4.957963602,4.05157523,4.044086614,3.956765913,3.675820498,4.089364035,4.751839149,3.886002231,3.635914002,4.940566673,4.011170927,3.618154025,3.397542173,3.401121422,3.93695387,4.908389806,3.588951874,4.896562018,4.507658787,4.054007543,2.91265407,3.252140628,2.958965051,3.03443242,2.814822421,2.746818061,2.796637405,2.703320391,2.5983144,2.621191026,3.01613489,3.212955764,4.051415028,4.28662204,4.147398678,3.780837738,4.599551339,5.002170117,4.666580768,4.390302236,4.425216588,4.124568108,3.987173411,3.714517727,3.792657546,
